Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Stearic Acid
Formula,C18H36O2
Molecular Weight (g/mol),284.473
Sample Weight (g),0.9012
Water Temp (deg C),24.30
Room Temp (deg C),22.48
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.022
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.32
60.00,24.31
90.00,24.29
120.00,24.29
150.00,24.31
180.00,24.31
210.00,24.28
240.00,24.30
270.00,24.30
300.00,24.27
330.00,25.00
360.00,26.10
390.00,26.86
420.00,27.32
450.00,27.59
480.00,27.76
510.00,27.81
540.00,27.88
570.00,27.89
600.00,27.88
630.00,27.88
660.00,27.90
690.00,27.90
720.00,27.88
750.00,27.90
780.00,27.87
810.00,27.88
840.00,27.89
870.00,27.86
900.00,27.85
930.00,27.86
960.00,27.87
