Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Glucose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0193
Water Temp (deg C),24.20
Room Temp (deg C),23.60
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.21
60.00,24.20
90.00,24.20
120.00,24.19
150.00,24.19
180.00,24.19
210.00,24.19
240.00,24.18
270.00,24.19
300.00,24.18
330.00,24.52
360.00,24.98
390.00,25.34
420.00,25.56
450.00,25.67
480.00,25.72
510.00,25.75
540.00,25.79
570.00,25.80
600.00,25.79
630.00,25.78
660.00,25.80
690.00,25.77
720.00,25.80
750.00,25.79
780.00,25.77
810.00,25.78
840.00,25.79
870.00,25.79
900.00,25.78
930.00,25.79
960.00,25.77
