Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Naphthalene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),0.9014
Water Temp (deg C),24.20
Room Temp (deg C),24.84
Water Volume (L),2.0
Wire Before (g),0.026
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.20
60.00,24.21
90.00,24.19
120.00,24.19
150.00,24.21
180.00,24.19
210.00,24.19
240.00,24.20
270.00,24.19
300.00,24.20
330.00,24.94
360.00,26.05
390.00,26.84
420.00,27.33
450.00,27.58
480.00,27.75
510.00,27.82
540.00,27.84
570.00,27.86
600.00,27.87
630.00,27.88
660.00,27.88
690.00,27.89
720.00,27.89
750.00,27.88
780.00,27.87
810.00,27.86
840.00,27.87
870.00,27.87
900.00,27.85
930.00,27.85
960.00,27.84
