Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Capric Acid
Formula,C10H20O2
Molecular Weight (g/mol),172.257
Sample Weight (g),0.9434
Water Temp (deg C),24.40
Room Temp (deg C),25.72
Water Volume (L),2.0
Wire Before (g),0.027
Wire After (g),0.022
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.39
90.00,24.40
120.00,24.40
150.00,24.40
180.00,24.42
210.00,24.43
240.00,24.39
270.00,24.40
300.00,24.42
330.00,25.09
360.00,26.08
390.00,26.83
420.00,27.25
450.00,27.51
480.00,27.64
510.00,27.73
540.00,27.74
570.00,27.78
600.00,27.80
630.00,27.80
660.00,27.78
690.00,27.81
720.00,27.78
750.00,27.79
780.00,27.77
810.00,27.79
840.00,27.77
870.00,27.77
900.00,27.79
930.00,27.78
960.00,27.76
