Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),0.9082
Water Temp (deg C),24.10
Room Temp (deg C),23.75
Water Volume (L),2.0
Wire Before (g),0.026
Wire After (g),0.023
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.10
60.00,24.10
90.00,24.09
120.00,24.12
150.00,24.09
180.00,24.09
210.00,24.12
240.00,24.10
270.00,24.09
300.00,24.09
330.00,24.58
360.00,25.32
390.00,25.82
420.00,26.16
450.00,26.32
480.00,26.44
510.00,26.46
540.00,26.52
570.00,26.52
600.00,26.53
630.00,26.53
660.00,26.54
690.00,26.51
720.00,26.54
750.00,26.52
780.00,26.52
810.00,26.51
840.00,26.54
870.00,26.52
900.00,26.50
930.00,26.53
960.00,26.53
