Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Azulene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),1.0256
Water Temp (deg C),24.10
Room Temp (deg C),24.27
Water Volume (L),2.0
Wire Before (g),0.026
Wire After (g),0.022
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.11
90.00,24.11
120.00,24.11
150.00,24.10
180.00,24.10
210.00,24.12
240.00,24.11
270.00,24.09
300.00,24.08
330.00,24.95
360.00,26.24
390.00,27.14
420.00,27.71
450.00,28.02
480.00,28.22
510.00,28.31
540.00,28.34
570.00,28.38
600.00,28.38
630.00,28.36
660.00,28.40
690.00,28.39
720.00,28.36
750.00,28.35
780.00,28.37
810.00,28.35
840.00,28.36
870.00,28.36
900.00,28.37
930.00,28.36
960.00,28.34
