Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Lauric Acid
Formula,C12H24O2
Molecular Weight (g/mol),200.311
Sample Weight (g),1.0425
Water Temp (deg C),24.20
Room Temp (deg C),24.70
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.19
60.00,24.21
90.00,24.22
120.00,24.21
150.00,24.19
180.00,24.21
210.00,24.21
240.00,24.19
270.00,24.19
300.00,24.22
330.00,24.97
360.00,26.15
390.00,26.99
420.00,27.51
450.00,27.76
480.00,27.93
510.00,28.01
540.00,28.05
570.00,28.07
600.00,28.10
630.00,28.11
660.00,28.10
690.00,28.11
720.00,28.08
750.00,28.10
780.00,28.11
810.00,28.10
840.00,28.07
870.00,28.10
900.00,28.08
930.00,28.08
960.00,28.07
