Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Glucose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9713
Water Temp (deg C),24.10
Room Temp (deg C),25.72
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.09
60.00,24.11
90.00,24.09
120.00,24.12
150.00,24.09
180.00,24.10
210.00,24.10
240.00,24.11
270.00,24.12
300.00,24.10
330.00,24.43
360.00,24.88
390.00,25.21
420.00,25.43
450.00,25.53
480.00,25.59
510.00,25.62
540.00,25.63
570.00,25.65
600.00,25.65
630.00,25.65
660.00,25.67
690.00,25.65
720.00,25.65
750.00,25.65
780.00,25.66
810.00,25.65
840.00,25.63
870.00,25.65
900.00,25.67
930.00,25.64
960.00,25.66
