Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Glucose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9829
Water Temp (deg C),24.10
Room Temp (deg C),24.90
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.024
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.10
60.00,24.10
90.00,24.08
120.00,24.11
150.00,24.08
180.00,24.11
210.00,24.09
240.00,24.10
270.00,24.10
300.00,24.09
330.00,24.41
360.00,24.87
390.00,25.20
420.00,25.43
450.00,25.55
480.00,25.58
510.00,25.62
540.00,25.62
570.00,25.65
600.00,25.66
630.00,25.65
660.00,25.67
690.00,25.67
720.00,25.66
750.00,25.66
780.00,25.67
810.00,25.65
840.00,25.67
870.00,25.66
900.00,25.65
930.00,25.65
960.00,25.67
