Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Fumaric Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),1.0348
Water Temp (deg C),24.20
Room Temp (deg C),22.87
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.027
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.20
60.00,24.20
90.00,24.22
120.00,24.20
150.00,24.21
180.00,24.19
210.00,24.19
240.00,24.22
270.00,24.21
300.00,24.18
330.00,24.43
360.00,24.81
390.00,25.07
420.00,25.22
450.00,25.30
480.00,25.34
510.00,25.39
540.00,25.39
570.00,25.39
600.00,25.40
630.00,25.41
660.00,25.38
690.00,25.41
720.00,25.40
750.00,25.38
780.00,25.38
810.00,25.40
840.00,25.38
870.00,25.37
900.00,25.39
930.00,25.38
960.00,25.38
