Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Stearic Acid
Formula,C18H36O2
Molecular Weight (g/mol),284.473
Sample Weight (g),1.0589
Water Temp (deg C),24.40
Room Temp (deg C),22.62
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.39
60.00,24.41
90.00,24.39
120.00,24.41
150.00,24.40
180.00,24.41
210.00,24.40
240.00,24.38
270.00,24.41
300.00,24.40
330.00,25.24
360.00,26.49
390.00,27.43
420.00,27.96
450.00,28.28
480.00,28.45
510.00,28.56
540.00,28.60
570.00,28.59
600.00,28.63
630.00,28.62
660.00,28.63
690.00,28.61
720.00,28.62
750.00,28.61
780.00,28.64
810.00,28.60
840.00,28.61
870.00,28.60
900.00,28.61
930.00,28.59
960.00,28.59
