Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0851
Water Temp (deg C),24.20
Room Temp (deg C),25.68
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.025
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.20
60.00,24.22
90.00,24.22
120.00,24.20
150.00,24.21
180.00,24.22
210.00,24.19
240.00,24.21
270.00,24.19
300.00,24.22
330.00,24.55
360.00,25.07
390.00,25.42
420.00,25.68
450.00,25.79
480.00,25.88
510.00,25.91
540.00,25.91
570.00,25.92
600.00,25.94
630.00,25.93
660.00,25.95
690.00,25.94
720.00,25.93
750.00,25.95
780.00,25.95
810.00,25.94
840.00,25.91
870.00,25.92
900.00,25.93
930.00,25.91
960.00,25.94
