Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0508
Water Temp (deg C),24.30
Room Temp (deg C),22.70
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.31
60.00,24.29
90.00,24.29
120.00,24.28
150.00,24.30
180.00,24.29
210.00,24.30
240.00,24.28
270.00,24.28
300.00,24.30
330.00,24.61
360.00,25.10
390.00,25.46
420.00,25.68
450.00,25.83
480.00,25.87
510.00,25.91
540.00,25.95
570.00,25.96
600.00,25.92
630.00,25.94
660.00,25.95
690.00,25.94
720.00,25.96
750.00,25.92
780.00,25.96
810.00,25.92
840.00,25.92
870.00,25.94
900.00,25.94
930.00,25.92
960.00,25.92
