Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Myristic Acid
Formula,C14H28O2
Molecular Weight (g/mol),228.365
Sample Weight (g),1.0514
Water Temp (deg C),24.40
Room Temp (deg C),23.18
Water Volume (L),2.0
Wire Before (g),0.020
Wire After (g),0.015
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.38
60.00,24.38
90.00,24.41
120.00,24.41
150.00,24.42
180.00,24.38
210.00,24.37
240.00,24.40
270.00,24.41
300.00,24.41
330.00,25.21
360.00,26.39
390.00,27.26
420.00,27.82
450.00,28.09
480.00,28.25
510.00,28.34
540.00,28.38
570.00,28.40
600.00,28.43
630.00,28.41
660.00,28.42
690.00,28.44
720.00,28.40
750.00,28.43
780.00,28.41
810.00,28.42
840.00,28.39
870.00,28.39
900.00,28.40
930.00,28.40
960.00,28.40
