Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Capric Acid
Formula,C10H20O2
Molecular Weight (g/mol),172.257
Sample Weight (g),1.0400
Water Temp (deg C),24.10
Room Temp (deg C),24.71
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.10
90.00,24.09
120.00,24.12
150.00,24.08
180.00,24.09
210.00,24.10
240.00,24.09
270.00,24.08
300.00,24.09
330.00,24.85
360.00,25.96
390.00,26.74
420.00,27.23
450.00,27.50
480.00,27.66
510.00,27.73
540.00,27.79
570.00,27.79
600.00,27.82
630.00,27.82
660.00,27.84
690.00,27.82
720.00,27.83
750.00,27.81
780.00,27.82
810.00,27.81
840.00,27.82
870.00,27.81
900.00,27.81
930.00,27.81
960.00,27.78
