Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),1.0344
Water Temp (deg C),24.30
Room Temp (deg C),23.28
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.014
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.29
60.00,24.29
90.00,24.28
120.00,24.28
150.00,24.28
180.00,24.31
210.00,24.31
240.00,24.29
270.00,24.28
300.00,24.30
330.00,24.86
360.00,25.68
390.00,26.28
420.00,26.62
450.00,26.82
480.00,26.94
510.00,27.02
540.00,27.03
570.00,27.04
600.00,27.05
630.00,27.05
660.00,27.06
690.00,27.06
720.00,27.04
750.00,27.05
780.00,27.04
810.00,27.07
840.00,27.04
870.00,27.05
900.00,27.03
930.00,27.06
960.00,27.02
