Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Naphthalene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),0.9015
Water Temp (deg C),24.30
Room Temp (deg C),23.45
Water Volume (L),2.0
Wire Before (g),0.026
Wire After (g),0.021
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.31
60.00,24.29
90.00,24.30
120.00,24.31
150.00,24.31
180.00,24.30
210.00,24.30
240.00,24.29
270.00,24.30
300.00,24.29
330.00,25.05
360.00,26.14
390.00,26.90
420.00,27.38
450.00,27.68
480.00,27.82
510.00,27.87
540.00,27.91
570.00,27.95
600.00,27.97
630.00,27.98
660.00,27.98
690.00,27.97
720.00,27.97
750.00,27.95
780.00,27.96
810.00,27.95
840.00,27.95
870.00,27.93
900.00,27.96
930.00,27.93
960.00,27.96
