Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Naphthalene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),0.9561
Water Temp (deg C),24.20
Room Temp (deg C),22.97
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.21
60.00,24.22
90.00,24.20
120.00,24.20
150.00,24.20
180.00,24.21
210.00,24.19
240.00,24.19
270.00,24.20
300.00,24.22
330.00,24.97
360.00,26.13
390.00,26.99
420.00,27.50
450.00,27.76
480.00,27.93
510.00,28.01
540.00,28.05
570.00,28.05
600.00,28.06
630.00,28.09
660.00,28.06
690.00,28.07
720.00,28.06
750.00,28.07
780.00,28.05
810.00,28.06
840.00,28.06
870.00,28.07
900.00,28.05
930.00,28.05
960.00,28.02
