Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,β-D-Fructose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9255
Water Temp (deg C),24.10
Room Temp (deg C),23.76
Water Volume (L),2.0
Wire Before (g),0.030
Wire After (g),0.026
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.08
90.00,24.08
120.00,24.10
150.00,24.10
180.00,24.10
210.00,24.10
240.00,24.12
270.00,24.10
300.00,24.12
330.00,24.40
360.00,24.82
390.00,25.16
420.00,25.35
450.00,25.44
480.00,25.49
510.00,25.52
540.00,25.56
570.00,25.55
600.00,25.54
630.00,25.55
660.00,25.54
690.00,25.56
720.00,25.56
750.00,25.55
780.00,25.56
810.00,25.55
840.00,25.57
870.00,25.56
900.00,25.55
930.00,25.56
960.00,25.55
