Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9675
Water Temp (deg C),24.10
Room Temp (deg C),25.43
Water Volume (L),2.0
Wire Before (g),0.027
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.12
60.00,24.10
90.00,24.09
120.00,24.11
150.00,24.12
180.00,24.13
210.00,24.12
240.00,24.10
270.00,24.09
300.00,24.09
330.00,24.42
360.00,24.86
390.00,25.19
420.00,25.41
450.00,25.53
480.00,25.58
510.00,25.60
540.00,25.64
570.00,25.65
600.00,25.62
630.00,25.63
660.00,25.63
690.00,25.64
720.00,25.66
750.00,25.64
780.00,25.66
810.00,25.66
840.00,25.66
870.00,25.65
900.00,25.64
930.00,25.64
960.00,25.64
