Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Stearic Acid
Formula,C18H36O2
Molecular Weight (g/mol),284.473
Sample Weight (g),0.9092
Water Temp (deg C),24.30
Room Temp (deg C),24.54
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.016
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.31
60.00,24.30
90.00,24.29
120.00,24.31
150.00,24.29
180.00,24.29
210.00,24.30
240.00,24.32
270.00,24.29
300.00,24.31
330.00,25.04
360.00,26.10
390.00,26.91
420.00,27.36
450.00,27.64
480.00,27.79
510.00,27.89
540.00,27.93
570.00,27.92
600.00,27.92
630.00,27.93
660.00,27.96
690.00,27.94
720.00,27.95
750.00,27.92
780.00,27.95
810.00,27.95
840.00,27.94
870.00,27.94
900.00,27.91
930.00,27.90
960.00,27.94
