Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Palmitic Acid
Formula,C16H32O2
Molecular Weight (g/mol),256.419
Sample Weight (g),0.9373
Water Temp (deg C),24.40
Room Temp (deg C),22.25
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.39
90.00,24.39
120.00,24.39
150.00,24.39
180.00,24.40
210.00,24.40
240.00,24.37
270.00,24.40
300.00,24.39
330.00,25.11
360.00,26.20
390.00,27.02
420.00,27.51
450.00,27.78
480.00,27.89
510.00,27.99
540.00,28.02
570.00,28.02
600.00,28.06
630.00,28.05
660.00,28.05
690.00,28.06
720.00,28.03
750.00,28.06
780.00,28.03
810.00,28.03
840.00,28.03
870.00,28.03
900.00,28.01
930.00,28.01
960.00,28.03
