Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Palmitic Acid
Formula,C16H32O2
Molecular Weight (g/mol),256.419
Sample Weight (g),1.0439
Water Temp (deg C),24.10
Room Temp (deg C),24.87
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.016
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.09
60.00,24.11
90.00,24.10
120.00,24.11
150.00,24.10
180.00,24.10
210.00,24.11
240.00,24.10
270.00,24.09
300.00,24.08
330.00,24.91
360.00,26.13
390.00,27.02
420.00,27.58
450.00,27.87
480.00,28.05
510.00,28.14
540.00,28.16
570.00,28.18
600.00,28.21
630.00,28.20
660.00,28.20
690.00,28.22
720.00,28.20
750.00,28.20
780.00,28.21
810.00,28.22
840.00,28.20
870.00,28.22
900.00,28.21
930.00,28.22
960.00,28.20
