Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),0.9197
Water Temp (deg C),24.10
Room Temp (deg C),25.33
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.09
60.00,24.09
90.00,24.11
120.00,24.12
150.00,24.12
180.00,24.11
210.00,24.10
240.00,24.10
270.00,24.12
300.00,24.11
330.00,24.59
360.00,25.34
390.00,25.85
420.00,26.18
450.00,26.35
480.00,26.47
510.00,26.51
540.00,26.56
570.00,26.57
600.00,26.58
630.00,26.57
660.00,26.59
690.00,26.58
720.00,26.56
750.00,26.55
780.00,26.55
810.00,26.55
840.00,26.58
870.00,26.56
900.00,26.56
930.00,26.55
960.00,26.56
