Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Maleic Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),0.9790
Water Temp (deg C),24.30
Room Temp (deg C),25.72
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.32
60.00,24.29
90.00,24.32
120.00,24.31
150.00,24.31
180.00,24.32
210.00,24.30
240.00,24.30
270.00,24.33
300.00,24.30
330.00,24.52
360.00,24.89
390.00,25.13
420.00,25.30
450.00,25.38
480.00,25.43
510.00,25.44
540.00,25.46
570.00,25.46
600.00,25.48
630.00,25.46
660.00,25.49
690.00,25.48
720.00,25.50
750.00,25.50
780.00,25.50
810.00,25.47
840.00,25.47
870.00,25.46
900.00,25.48
930.00,25.48
960.00,25.47
