Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Palmitic Acid
Formula,C16H32O2
Molecular Weight (g/mol),256.419
Sample Weight (g),0.9663
Water Temp (deg C),24.10
Room Temp (deg C),24.24
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.12
60.00,24.11
90.00,24.11
120.00,24.10
150.00,24.12
180.00,24.12
210.00,24.12
240.00,24.12
270.00,24.11
300.00,24.10
330.00,24.85
360.00,26.00
390.00,26.81
420.00,27.31
450.00,27.61
480.00,27.77
510.00,27.83
540.00,27.86
570.00,27.88
600.00,27.92
630.00,27.90
660.00,27.93
690.00,27.90
720.00,27.92
750.00,27.90
780.00,27.88
810.00,27.88
840.00,27.91
870.00,27.91
900.00,27.89
930.00,27.90
960.00,27.91
