Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,β-D-Fructose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9966
Water Temp (deg C),24.20
Room Temp (deg C),25.01
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.18
60.00,24.22
90.00,24.20
120.00,24.20
150.00,24.20
180.00,24.21
210.00,24.21
240.00,24.23
270.00,24.21
300.00,24.20
330.00,24.50
360.00,25.00
390.00,25.34
420.00,25.52
450.00,25.65
480.00,25.72
510.00,25.75
540.00,25.76
570.00,25.78
600.00,25.77
630.00,25.78
660.00,25.80
690.00,25.77
720.00,25.80
750.00,25.80
780.00,25.77
810.00,25.77
840.00,25.77
870.00,25.77
900.00,25.80
930.00,25.79
960.00,25.78
