Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Myristic Acid
Formula,C14H28O2
Molecular Weight (g/mol),228.365
Sample Weight (g),1.0413
Water Temp (deg C),24.40
Room Temp (deg C),22.47
Water Volume (L),2.0
Wire Before (g),0.028
Wire After (g),0.021
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.41
90.00,24.38
120.00,24.39
150.00,24.39
180.00,24.40
210.00,24.39
240.00,24.38
270.00,24.40
300.00,24.40
330.00,25.17
360.00,26.37
390.00,27.23
420.00,27.78
450.00,28.06
480.00,28.23
510.00,28.31
540.00,28.34
570.00,28.36
600.00,28.38
630.00,28.39
660.00,28.37
690.00,28.38
720.00,28.38
750.00,28.37
780.00,28.35
810.00,28.36
840.00,28.34
870.00,28.36
900.00,28.35
930.00,28.32
960.00,28.35
