Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9390
Water Temp (deg C),24.40
Room Temp (deg C),24.20
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.014
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.38
60.00,24.40
90.00,24.41
120.00,24.38
150.00,24.39
180.00,24.41
210.00,24.39
240.00,24.42
270.00,24.41
300.00,24.42
330.00,24.68
360.00,25.15
390.00,25.45
420.00,25.68
450.00,25.75
480.00,25.81
510.00,25.84
540.00,25.87
570.00,25.87
600.00,25.90
630.00,25.90
660.00,25.90
690.00,25.87
720.00,25.90
750.00,25.89
780.00,25.90
810.00,25.90
840.00,25.87
870.00,25.88
900.00,25.86
930.00,25.87
960.00,25.88
