Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),1.0611
Water Temp (deg C),24.20
Room Temp (deg C),24.31
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.024
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.19
60.00,24.21
90.00,24.19
120.00,24.19
150.00,24.20
180.00,24.20
210.00,24.19
240.00,24.19
270.00,24.21
300.00,24.22
330.00,24.79
360.00,25.61
390.00,26.22
420.00,26.59
450.00,26.80
480.00,26.92
510.00,27.00
540.00,27.00
570.00,27.02
600.00,27.06
630.00,27.03
660.00,27.06
690.00,27.04
720.00,27.06
750.00,27.03
780.00,27.03
810.00,27.04
840.00,27.01
870.00,27.01
900.00,27.02
930.00,27.01
960.00,27.03
