Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Myristic Acid
Formula,C14H28O2
Molecular Weight (g/mol),228.365
Sample Weight (g),0.9325
Water Temp (deg C),24.30
Room Temp (deg C),23.80
Water Volume (L),2.0
Wire Before (g),0.028
Wire After (g),0.021
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.28
60.00,24.28
90.00,24.31
120.00,24.28
150.00,24.31
180.00,24.29
210.00,24.29
240.00,24.31
270.00,24.27
300.00,24.27
330.00,24.99
360.00,26.08
390.00,26.84
420.00,27.30
450.00,27.58
480.00,27.73
510.00,27.80
540.00,27.85
570.00,27.85
600.00,27.88
630.00,27.87
660.00,27.85
690.00,27.87
720.00,27.84
750.00,27.87
780.00,27.84
810.00,27.85
840.00,27.84
870.00,27.83
900.00,27.84
930.00,27.84
960.00,27.84
