Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Lauric Acid
Formula,C12H24O2
Molecular Weight (g/mol),200.311
Sample Weight (g),0.9640
Water Temp (deg C),24.10
Room Temp (deg C),24.89
Water Volume (L),2.0
Wire Before (g),0.027
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.10
90.00,24.10
120.00,24.11
150.00,24.08
180.00,24.13
210.00,24.10
240.00,24.13
270.00,24.12
300.00,24.09
330.00,24.81
360.00,25.90
390.00,26.66
420.00,27.15
450.00,27.42
480.00,27.57
510.00,27.63
540.00,27.66
570.00,27.67
600.00,27.68
630.00,27.72
660.00,27.73
690.00,27.72
720.00,27.69
750.00,27.71
780.00,27.70
810.00,27.69
840.00,27.69
870.00,27.71
900.00,27.71
930.00,27.70
960.00,27.68
