Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Palmitic Acid
Formula,C16H32O2
Molecular Weight (g/mol),256.419
Sample Weight (g),0.9184
Water Temp (deg C),24.30
Room Temp (deg C),24.42
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.31
60.00,24.29
90.00,24.28
120.00,24.28
150.00,24.28
180.00,24.29
210.00,24.32
240.00,24.31
270.00,24.32
300.00,24.30
330.00,25.02
360.00,26.10
390.00,26.90
420.00,27.36
450.00,27.62
480.00,27.79
510.00,27.85
540.00,27.88
570.00,27.89
600.00,27.92
630.00,27.91
660.00,27.91
690.00,27.91
720.00,27.92
750.00,27.90
780.00,27.92
810.00,27.90
840.00,27.92
870.00,27.92
900.00,27.93
930.00,27.90
960.00,27.93
