Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,β-D-Fructose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0096
Water Temp (deg C),24.30
Room Temp (deg C),24.70
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.016
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.30
60.00,24.28
90.00,24.28
120.00,24.31
150.00,24.29
180.00,24.28
210.00,24.28
240.00,24.29
270.00,24.29
300.00,24.32
330.00,24.63
360.00,25.09
390.00,25.45
420.00,25.65
450.00,25.75
480.00,25.83
510.00,25.87
540.00,25.88
570.00,25.91
600.00,25.89
630.00,25.90
660.00,25.88
690.00,25.88
720.00,25.89
750.00,25.91
780.00,25.90
810.00,25.89
840.00,25.90
870.00,25.87
900.00,25.90
930.00,25.87
960.00,25.87
