Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Capric Acid
Formula,C10H20O2
Molecular Weight (g/mol),172.257
Sample Weight (g),1.0234
Water Temp (deg C),24.30
Room Temp (deg C),24.31
Water Volume (L),2.0
Wire Before (g),0.030
Wire After (g),0.027
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.32
60.00,24.28
90.00,24.31
120.00,24.29
150.00,24.29
180.00,24.29
210.00,24.29
240.00,24.30
270.00,24.29
300.00,24.30
330.00,25.01
360.00,26.12
390.00,26.89
420.00,27.37
450.00,27.64
480.00,27.78
510.00,27.88
540.00,27.94
570.00,27.92
600.00,27.96
630.00,27.97
660.00,27.95
690.00,27.94
720.00,27.94
750.00,27.96
780.00,27.96
810.00,27.95
840.00,27.94
870.00,27.92
900.00,27.95
930.00,27.94
960.00,27.92
