Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Myristic Acid
Formula,C14H28O2
Molecular Weight (g/mol),228.365
Sample Weight (g),1.0912
Water Temp (deg C),24.40
Room Temp (deg C),22.36
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.015
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.40
90.00,24.38
120.00,24.38
150.00,24.38
180.00,24.39
210.00,24.38
240.00,24.41
270.00,24.38
300.00,24.37
330.00,25.20
360.00,26.49
390.00,27.38
420.00,27.94
450.00,28.23
480.00,28.41
510.00,28.48
540.00,28.55
570.00,28.56
600.00,28.56
630.00,28.57
660.00,28.56
690.00,28.58
720.00,28.57
750.00,28.57
780.00,28.54
810.00,28.55
840.00,28.55
870.00,28.54
900.00,28.54
930.00,28.55
960.00,28.54
