Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Capric Acid
Formula,C10H20O2
Molecular Weight (g/mol),172.257
Sample Weight (g),1.0468
Water Temp (deg C),24.10
Room Temp (deg C),22.40
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.08
90.00,24.10
120.00,24.09
150.00,24.10
180.00,24.08
210.00,24.10
240.00,24.11
270.00,24.09
300.00,24.12
330.00,24.85
360.00,25.95
390.00,26.75
420.00,27.25
450.00,27.54
480.00,27.67
510.00,27.73
540.00,27.78
570.00,27.81
600.00,27.80
630.00,27.83
660.00,27.84
690.00,27.84
720.00,27.79
750.00,27.82
780.00,27.82
810.00,27.78
840.00,27.79
870.00,27.80
900.00,27.81
930.00,27.78
960.00,27.80
