Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Stearic Acid
Formula,C18H36O2
Molecular Weight (g/mol),284.473
Sample Weight (g),1.0790
Water Temp (deg C),24.40
Room Temp (deg C),22.61
Water Volume (L),2.0
Wire Before (g),0.020
Wire After (g),0.016
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.39
90.00,24.38
120.00,24.39
150.00,24.39
180.00,24.41
210.00,24.37
240.00,24.41
270.00,24.38
300.00,24.39
330.00,25.24
360.00,26.54
390.00,27.48
420.00,28.02
450.00,28.38
480.00,28.54
510.00,28.62
540.00,28.65
570.00,28.68
600.00,28.71
630.00,28.71
660.00,28.70
690.00,28.70
720.00,28.68
750.00,28.71
780.00,28.68
810.00,28.69
840.00,28.70
870.00,28.70
900.00,28.67
930.00,28.67
960.00,28.66
