Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Sucrose
Formula,C12H22O11
Molecular Weight (g/mol),342.241
Sample Weight (g),1.0716
Water Temp (deg C),24.10
Room Temp (deg C),23.52
Water Volume (L),2.0
Wire Before (g),0.030
Wire After (g),0.021
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.09
90.00,24.12
120.00,24.11
150.00,24.11
180.00,24.10
210.00,24.11
240.00,24.09
270.00,24.12
300.00,24.09
330.00,24.46
360.00,25.01
390.00,25.38
420.00,25.63
450.00,25.74
480.00,25.81
510.00,25.84
540.00,25.88
570.00,25.89
600.00,25.90
630.00,25.91
660.00,25.89
690.00,25.90
720.00,25.90
750.00,25.87
780.00,25.87
810.00,25.87
840.00,25.89
870.00,25.89
900.00,25.89
930.00,25.90
960.00,25.87
