Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Naphthalene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),1.0215
Water Temp (deg C),24.40
Room Temp (deg C),25.72
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.42
60.00,24.40
90.00,24.42
120.00,24.41
150.00,24.39
180.00,24.40
210.00,24.42
240.00,24.42
270.00,24.40
300.00,24.41
330.00,25.23
360.00,26.48
390.00,27.39
420.00,27.94
450.00,28.21
480.00,28.39
510.00,28.47
540.00,28.51
570.00,28.55
600.00,28.57
630.00,28.56
660.00,28.56
690.00,28.55
720.00,28.56
750.00,28.57
780.00,28.55
810.00,28.54
840.00,28.56
870.00,28.57
900.00,28.54
930.00,28.54
960.00,28.52
