Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),1.0484
Water Temp (deg C),24.40
Room Temp (deg C),25.23
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.015
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.39
60.00,24.39
90.00,24.41
120.00,24.40
150.00,24.39
180.00,24.42
210.00,24.42
240.00,24.40
270.00,24.42
300.00,24.42
330.00,24.97
360.00,25.79
390.00,26.43
420.00,26.79
450.00,27.00
480.00,27.09
510.00,27.14
540.00,27.17
570.00,27.22
600.00,27.20
630.00,27.22
660.00,27.22
690.00,27.23
720.00,27.21
750.00,27.20
780.00,27.20
810.00,27.23
840.00,27.19
870.00,27.21
900.00,27.19
930.00,27.18
960.00,27.19
