Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Glucose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0946
Water Temp (deg C),24.10
Room Temp (deg C),23.73
Water Volume (L),2.0
Wire Before (g),0.027
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.10
60.00,24.09
90.00,24.10
120.00,24.10
150.00,24.11
180.00,24.08
210.00,24.08
240.00,24.09
270.00,24.11
300.00,24.08
330.00,24.45
360.00,24.95
390.00,25.34
420.00,25.56
450.00,25.69
480.00,25.74
510.00,25.78
540.00,25.82
570.00,25.80
600.00,25.83
630.00,25.80
660.00,25.82
690.00,25.83
720.00,25.82
750.00,25.80
780.00,25.80
810.00,25.81
840.00,25.82
870.00,25.80
900.00,25.79
930.00,25.80
960.00,25.79
