Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,β-D-Fructose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0219
Water Temp (deg C),24.30
Room Temp (deg C),24.53
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.32
60.00,24.30
90.00,24.30
120.00,24.31
150.00,24.30
180.00,24.32
210.00,24.32
240.00,24.32
270.00,24.30
300.00,24.31
330.00,24.62
360.00,25.12
390.00,25.46
420.00,25.68
450.00,25.81
480.00,25.87
510.00,25.88
540.00,25.89
570.00,25.91
600.00,25.94
630.00,25.93
660.00,25.93
690.00,25.92
720.00,25.93
750.00,25.93
780.00,25.92
810.00,25.91
840.00,25.91
870.00,25.91
900.00,25.91
930.00,25.93
960.00,25.91
