Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Stearic Acid
Formula,C18H36O2
Molecular Weight (g/mol),284.473
Sample Weight (g),0.9228
Water Temp (deg C),24.20
Room Temp (deg C),23.01
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.015
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.18
60.00,24.22
90.00,24.20
120.00,24.21
150.00,24.21
180.00,24.20
210.00,24.20
240.00,24.19
270.00,24.18
300.00,24.18
330.00,24.91
360.00,26.04
390.00,26.82
420.00,27.34
450.00,27.60
480.00,27.73
510.00,27.81
540.00,27.86
570.00,27.88
600.00,27.88
630.00,27.88
660.00,27.90
690.00,27.89
720.00,27.88
750.00,27.89
780.00,27.87
810.00,27.86
840.00,27.85
870.00,27.87
900.00,27.86
930.00,27.84
960.00,27.83
