Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Lauric Acid
Formula,C12H24O2
Molecular Weight (g/mol),200.311
Sample Weight (g),0.9021
Water Temp (deg C),24.20
Room Temp (deg C),24.87
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.21
60.00,24.20
90.00,24.20
120.00,24.21
150.00,24.19
180.00,24.21
210.00,24.20
240.00,24.18
270.00,24.21
300.00,24.21
330.00,24.86
360.00,25.86
390.00,26.62
420.00,27.03
450.00,27.30
480.00,27.43
510.00,27.52
540.00,27.54
570.00,27.56
600.00,27.56
630.00,27.58
660.00,27.55
690.00,27.56
720.00,27.57
750.00,27.56
780.00,27.56
810.00,27.56
840.00,27.54
870.00,27.55
900.00,27.57
930.00,27.55
960.00,27.57
