Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Myristic Acid
Formula,C14H28O2
Molecular Weight (g/mol),228.365
Sample Weight (g),0.9078
Water Temp (deg C),24.10
Room Temp (deg C),25.47
Water Volume (L),2.0
Wire Before (g),0.030
Wire After (g),0.023
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.09
90.00,24.08
120.00,24.09
150.00,24.08
180.00,24.11
210.00,24.10
240.00,24.09
270.00,24.09
300.00,24.09
330.00,24.79
360.00,25.86
390.00,26.58
420.00,27.05
450.00,27.31
480.00,27.44
510.00,27.51
540.00,27.55
570.00,27.60
600.00,27.61
630.00,27.61
660.00,27.62
690.00,27.59
720.00,27.59
750.00,27.58
780.00,27.62
810.00,27.59
840.00,27.61
870.00,27.60
900.00,27.58
930.00,27.59
960.00,27.60
