Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Palmitic Acid
Formula,C16H32O2
Molecular Weight (g/mol),256.419
Sample Weight (g),1.0069
Water Temp (deg C),24.20
Room Temp (deg C),24.56
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.016
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.21
60.00,24.21
90.00,24.19
120.00,24.22
150.00,24.21
180.00,24.21
210.00,24.20
240.00,24.19
270.00,24.20
300.00,24.20
330.00,25.00
360.00,26.19
390.00,27.04
420.00,27.57
450.00,27.84
480.00,28.00
510.00,28.11
540.00,28.13
570.00,28.14
600.00,28.18
630.00,28.17
660.00,28.19
690.00,28.18
720.00,28.16
750.00,28.18
780.00,28.18
810.00,28.15
840.00,28.16
870.00,28.17
900.00,28.17
930.00,28.17
960.00,28.15
