Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Fumaric Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),1.0529
Water Temp (deg C),24.10
Room Temp (deg C),23.80
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.014
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.10
60.00,24.11
90.00,24.12
120.00,24.12
150.00,24.08
180.00,24.12
210.00,24.09
240.00,24.12
270.00,24.11
300.00,24.12
330.00,24.34
360.00,24.73
390.00,24.99
420.00,25.16
450.00,25.23
480.00,25.28
510.00,25.31
540.00,25.34
570.00,25.33
600.00,25.31
630.00,25.32
660.00,25.31
690.00,25.33
720.00,25.32
750.00,25.32
780.00,25.32
810.00,25.33
840.00,25.31
870.00,25.32
900.00,25.30
930.00,25.32
960.00,25.31
