Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Palmitic Acid
Formula,C16H32O2
Molecular Weight (g/mol),256.419
Sample Weight (g),1.0678
Water Temp (deg C),24.10
Room Temp (deg C),22.40
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.08
60.00,24.10
90.00,24.08
120.00,24.11
150.00,24.10
180.00,24.08
210.00,24.10
240.00,24.11
270.00,24.09
300.00,24.11
330.00,24.92
360.00,26.17
390.00,27.11
420.00,27.66
450.00,27.96
480.00,28.12
510.00,28.20
540.00,28.27
570.00,28.29
600.00,28.27
630.00,28.28
660.00,28.27
690.00,28.29
720.00,28.27
750.00,28.29
780.00,28.27
810.00,28.26
840.00,28.25
870.00,28.25
900.00,28.27
930.00,28.26
960.00,28.25
