Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Maleic Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),1.0538
Water Temp (deg C),24.30
Room Temp (deg C),22.90
Water Volume (L),2.0
Wire Before (g),0.030
Wire After (g),0.025
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.28
60.00,24.31
90.00,24.30
120.00,24.29
150.00,24.32
180.00,24.32
210.00,24.31
240.00,24.28
270.00,24.29
300.00,24.29
330.00,24.54
360.00,24.90
390.00,25.19
420.00,25.36
450.00,25.45
480.00,25.49
510.00,25.52
540.00,25.53
570.00,25.52
600.00,25.51
630.00,25.52
660.00,25.55
690.00,25.53
720.00,25.52
750.00,25.54
780.00,25.53
810.00,25.55
840.00,25.54
870.00,25.52
900.00,25.54
930.00,25.53
960.00,25.52
