Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Naphthalene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),0.9598
Water Temp (deg C),24.10
Room Temp (deg C),24.00
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.022
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.08
60.00,24.10
90.00,24.09
120.00,24.10
150.00,24.10
180.00,24.08
210.00,24.09
240.00,24.08
270.00,24.11
300.00,24.09
330.00,24.88
360.00,26.03
390.00,26.89
420.00,27.40
450.00,27.67
480.00,27.85
510.00,27.93
540.00,27.96
570.00,27.98
600.00,27.98
630.00,27.98
660.00,28.01
690.00,27.98
720.00,28.01
750.00,27.98
780.00,27.97
810.00,28.00
840.00,27.99
870.00,28.00
900.00,28.00
930.00,27.99
960.00,27.98
