Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,β-D-Fructose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0524
Water Temp (deg C),24.20
Room Temp (deg C),25.51
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.013
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.19
60.00,24.21
90.00,24.22
120.00,24.21
150.00,24.21
180.00,24.22
210.00,24.20
240.00,24.22
270.00,24.21
300.00,24.23
330.00,24.57
360.00,25.05
390.00,25.41
420.00,25.62
450.00,25.74
480.00,25.83
510.00,25.87
540.00,25.88
570.00,25.87
600.00,25.88
630.00,25.91
660.00,25.88
690.00,25.87
720.00,25.90
750.00,25.88
780.00,25.90
810.00,25.88
840.00,25.91
870.00,25.90
900.00,25.91
930.00,25.87
960.00,25.88
