Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Palmitic Acid
Formula,C16H32O2
Molecular Weight (g/mol),256.419
Sample Weight (g),0.9693
Water Temp (deg C),24.10
Room Temp (deg C),23.90
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.027
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.08
60.00,24.10
90.00,24.11
120.00,24.08
150.00,24.09
180.00,24.11
210.00,24.09
240.00,24.11
270.00,24.07
300.00,24.08
330.00,24.86
360.00,26.00
390.00,26.82
420.00,27.33
450.00,27.61
480.00,27.76
510.00,27.82
540.00,27.85
570.00,27.88
600.00,27.90
630.00,27.92
660.00,27.90
690.00,27.89
720.00,27.90
750.00,27.88
780.00,27.90
810.00,27.87
840.00,27.90
870.00,27.90
900.00,27.88
930.00,27.88
960.00,27.90
