Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Lauric Acid
Formula,C12H24O2
Molecular Weight (g/mol),200.311
Sample Weight (g),0.9077
Water Temp (deg C),24.30
Room Temp (deg C),23.94
Water Volume (L),2.0
Wire Before (g),0.027
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.29
60.00,24.31
90.00,24.29
120.00,24.32
150.00,24.30
180.00,24.28
210.00,24.29
240.00,24.28
270.00,24.29
300.00,24.28
330.00,24.98
360.00,25.97
390.00,26.70
420.00,27.14
450.00,27.39
480.00,27.53
510.00,27.60
540.00,27.66
570.00,27.67
600.00,27.66
630.00,27.66
660.00,27.68
690.00,27.65
720.00,27.65
750.00,27.67
780.00,27.67
810.00,27.65
840.00,27.66
870.00,27.64
900.00,27.65
930.00,27.67
960.00,27.65
