Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Capric Acid
Formula,C10H20O2
Molecular Weight (g/mol),172.257
Sample Weight (g),1.0135
Water Temp (deg C),24.20
Room Temp (deg C),23.12
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.21
60.00,24.20
90.00,24.19
120.00,24.20
150.00,24.19
180.00,24.18
210.00,24.18
240.00,24.17
270.00,24.20
300.00,24.19
330.00,24.90
360.00,26.00
390.00,26.79
420.00,27.25
450.00,27.50
480.00,27.68
510.00,27.73
540.00,27.76
570.00,27.77
600.00,27.80
630.00,27.82
660.00,27.81
690.00,27.81
720.00,27.82
750.00,27.79
780.00,27.78
810.00,27.79
840.00,27.77
870.00,27.79
900.00,27.80
930.00,27.80
960.00,27.80
