Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Azulene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),1.0744
Water Temp (deg C),24.20
Room Temp (deg C),23.02
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.22
60.00,24.19
90.00,24.20
120.00,24.21
150.00,24.19
180.00,24.21
210.00,24.20
240.00,24.22
270.00,24.19
300.00,24.21
330.00,25.11
360.00,26.41
390.00,27.42
420.00,28.00
450.00,28.32
480.00,28.50
510.00,28.60
540.00,28.63
570.00,28.66
600.00,28.66
630.00,28.67
660.00,28.69
690.00,28.67
720.00,28.69
750.00,28.68
780.00,28.66
810.00,28.66
840.00,28.64
870.00,28.66
900.00,28.64
930.00,28.67
960.00,28.65
