Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Azulene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),1.0328
Water Temp (deg C),24.20
Room Temp (deg C),23.63
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.18
60.00,24.22
90.00,24.19
120.00,24.18
150.00,24.21
180.00,24.21
210.00,24.19
240.00,24.19
270.00,24.20
300.00,24.21
330.00,25.06
360.00,26.37
390.00,27.27
420.00,27.86
450.00,28.16
480.00,28.33
510.00,28.42
540.00,28.48
570.00,28.51
600.00,28.49
630.00,28.50
660.00,28.54
690.00,28.51
720.00,28.52
750.00,28.49
780.00,28.53
810.00,28.53
840.00,28.53
870.00,28.51
900.00,28.51
930.00,28.49
960.00,28.48
