Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Sucrose
Formula,C12H22O11
Molecular Weight (g/mol),342.241
Sample Weight (g),0.9894
Water Temp (deg C),24.20
Room Temp (deg C),24.70
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.21
60.00,24.21
90.00,24.18
120.00,24.18
150.00,24.19
180.00,24.22
210.00,24.22
240.00,24.23
270.00,24.21
300.00,24.20
330.00,24.55
360.00,25.02
390.00,25.39
420.00,25.60
450.00,25.74
480.00,25.80
510.00,25.83
540.00,25.85
570.00,25.86
600.00,25.85
630.00,25.85
660.00,25.88
690.00,25.86
720.00,25.88
750.00,25.88
780.00,25.85
810.00,25.86
840.00,25.85
870.00,25.85
900.00,25.86
930.00,25.85
960.00,25.87
