Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),0.9112
Water Temp (deg C),24.30
Room Temp (deg C),24.59
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.32
60.00,24.32
90.00,24.31
120.00,24.31
150.00,24.32
180.00,24.33
210.00,24.31
240.00,24.30
270.00,24.31
300.00,24.31
330.00,24.81
360.00,25.53
390.00,26.04
420.00,26.34
450.00,26.54
480.00,26.65
510.00,26.71
540.00,26.72
570.00,26.72
600.00,26.72
630.00,26.76
660.00,26.75
690.00,26.73
720.00,26.73
750.00,26.74
780.00,26.72
810.00,26.75
840.00,26.72
870.00,26.71
900.00,26.73
930.00,26.74
960.00,26.72
