Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Lauric Acid
Formula,C12H24O2
Molecular Weight (g/mol),200.311
Sample Weight (g),0.9348
Water Temp (deg C),24.10
Room Temp (deg C),22.19
Water Volume (L),2.0
Wire Before (g),0.020
Wire After (g),0.011
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.12
60.00,24.10
90.00,24.08
120.00,24.11
150.00,24.08
180.00,24.09
210.00,24.09
240.00,24.09
270.00,24.08
300.00,24.09
330.00,24.77
360.00,25.83
390.00,26.55
420.00,27.03
450.00,27.27
480.00,27.41
510.00,27.50
540.00,27.54
570.00,27.56
600.00,27.54
630.00,27.56
660.00,27.54
690.00,27.56
720.00,27.56
750.00,27.55
780.00,27.54
810.00,27.53
840.00,27.52
870.00,27.55
900.00,27.55
930.00,27.55
960.00,27.54
