Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Fumaric Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),1.0704
Water Temp (deg C),24.30
Room Temp (deg C),22.72
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.29
60.00,24.29
90.00,24.28
120.00,24.30
150.00,24.29
180.00,24.29
210.00,24.29
240.00,24.31
270.00,24.31
300.00,24.29
330.00,24.55
360.00,24.90
390.00,25.18
420.00,25.36
450.00,25.44
480.00,25.51
510.00,25.52
540.00,25.54
570.00,25.52
600.00,25.54
630.00,25.53
660.00,25.52
690.00,25.53
720.00,25.52
750.00,25.54
780.00,25.52
810.00,25.54
840.00,25.53
870.00,25.53
900.00,25.51
930.00,25.53
960.00,25.51
