Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Palmitic Acid
Formula,C16H32O2
Molecular Weight (g/mol),256.419
Sample Weight (g),1.0384
Water Temp (deg C),24.20
Room Temp (deg C),22.38
Water Volume (L),2.0
Wire Before (g),0.030
Wire After (g),0.025
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.18
60.00,24.18
90.00,24.21
120.00,24.18
150.00,24.19
180.00,24.17
210.00,24.18
240.00,24.17
270.00,24.20
300.00,24.19
330.00,24.99
360.00,26.24
390.00,27.10
420.00,27.62
450.00,27.92
480.00,28.11
510.00,28.20
540.00,28.24
570.00,28.25
600.00,28.24
630.00,28.27
660.00,28.25
690.00,28.27
720.00,28.26
750.00,28.25
780.00,28.25
810.00,28.24
840.00,28.24
870.00,28.24
900.00,28.21
930.00,28.22
960.00,28.22
