Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Sucrose
Formula,C12H22O11
Molecular Weight (g/mol),342.241
Sample Weight (g),0.9151
Water Temp (deg C),24.10
Room Temp (deg C),24.00
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.10
60.00,24.11
90.00,24.08
120.00,24.12
150.00,24.12
180.00,24.09
210.00,24.08
240.00,24.10
270.00,24.10
300.00,24.12
330.00,24.41
360.00,24.86
390.00,25.20
420.00,25.41
450.00,25.50
480.00,25.55
510.00,25.62
540.00,25.63
570.00,25.61
600.00,25.65
630.00,25.62
660.00,25.62
690.00,25.64
720.00,25.64
750.00,25.63
780.00,25.63
810.00,25.61
840.00,25.65
870.00,25.61
900.00,25.63
930.00,25.63
960.00,25.61
