Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Fumaric Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),1.0225
Water Temp (deg C),24.40
Room Temp (deg C),24.64
Water Volume (L),2.0
Wire Before (g),0.028
Wire After (g),0.024
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.41
90.00,24.40
120.00,24.40
150.00,24.39
180.00,24.41
210.00,24.41
240.00,24.40
270.00,24.41
300.00,24.41
330.00,24.63
360.00,25.00
390.00,25.26
420.00,25.40
450.00,25.50
480.00,25.53
510.00,25.56
540.00,25.58
570.00,25.60
600.00,25.62
630.00,25.58
660.00,25.59
690.00,25.60
720.00,25.58
750.00,25.59
780.00,25.61
810.00,25.58
840.00,25.59
870.00,25.58
900.00,25.59
930.00,25.61
960.00,25.60
